import time: self [us] | cumulative | imported package
import time:       985 |        985 |                                           openai.types.responses.response_code_interpreter_tool_call
import time:       577 |        577 |                                           openai.types.responses.response_tool_search_output_item_param
import time:       459 |        459 |                                               openai.types.responses.response_input_file_content
import time:       400 |        400 |                                               openai.types.responses.response_input_text_content
import time:       605 |        605 |                                               openai.types.responses.response_input_image_content
import time:       328 |       1791 |                                             openai.types.responses.response_function_call_output_item
import time:       308 |       2098 |                                           openai.types.responses.response_function_call_output_item_list
import time:       766 |        766 |                                           openai.types.responses.response_function_shell_call_output_content
import time:       568 |        568 |                                           openai.types.responses.response_computer_tool_call_output_screenshot
import time:      4949 |      22775 |                                         openai.types.responses.response_input_item
import time:       766 |        766 |                                         openai.types.responses.tool_choice_allowed
import time:       349 |        349 |                                         openai.types.responses.tool_choice_options
import time:       568 |        568 |                                           openai.types.responses.response_compaction_item
import time:       543 |        543 |                                           openai.types.responses.response_tool_search_call
import time:       967 |        967 |                                           openai.types.responses.response_apply_patch_tool_call
import time:       523 |        523 |                                           openai.types.responses.response_tool_search_output_item
import time:       442 |        442 |                                             openai.types.responses.response_local_environment
import time:       521 |        521 |                                             openai.types.responses.response_container_reference
import time:       777 |       1739 |                                           openai.types.responses.response_function_shell_tool_call
import time:       557 |        557 |                                           openai.types.responses.response_apply_patch_tool_call_output
import time:       516 |        516 |                                           openai.types.responses.response_custom_tool_call_output_item
import time:       672 |        672 |                                           openai.types.responses.response_computer_tool_call_output_item
import time:       591 |        591 |                                           openai.types.responses.response_function_tool_call_output_item
import time:      1181 |       1181 |                                           openai.types.responses.response_function_shell_tool_call_output
import time:      2325 |      10177 |                                         openai.types.responses.response_output_item
import time:       614 |        614 |                                             openai.types.responses.response_format_text_json_schema_config
import time:       275 |        888 |                                           openai.types.responses.response_format_text_config
import time:       573 |       1461 |                                         openai.types.responses.response_text_config
import time:       697 |        697 |                                         openai.types.responses.tool_choice_function
import time:       541 |        541 |                                         openai.types.responses.tool_choice_apply_patch
import time:      3200 |      47209 |                                       openai.types.responses.response
import time:       642 |        642 |                                         openai.types.responses.web_search_tool_param
import time:       737 |        737 |                                               openai.types.chat.chat_completion_audio
import time:       944 |        944 |                                                 openai.types.chat.chat_completion_message_custom_tool_call
import time:       841 |        841 |                                                 openai.types.chat.chat_completion_message_function_tool_call
import time:       440 |       2225 |                                               openai.types.chat.chat_completion_message_tool_call
import time:      1032 |       3993 |                                             openai.types.chat.chat_completion_message
import time:       890 |        890 |                                             openai.types.chat.chat_completion_token_logprob
import time:      1930 |       6812 |                                           openai.types.chat.chat_completion
import time:       423 |        423 |                                           openai.types.chat.chat_completion_role
import time:      2932 |       2932 |                                           openai.types.chat.chat_completion_chunk
import time:       673 |        673 |                                           openai.types.chat.completion_list_params
import time:       633 |        633 |                                             openai.types.chat.parsed_function_tool_call
import time:       972 |       1605 |                                           openai.types.chat.parsed_chat_completion
import time:       503 |        503 |                                           openai.types.chat.chat_completion_deleted
import time:       310 |        310 |                                           openai.types.chat.chat_completion_modality
import time:       556 |        556 |                                             openai.types.chat.chat_completion_audio_param
import time:       319 |        319 |                                                 openai.types.chat.chat_completion_content_part_text_param
import time:       333 |        652 |                                               openai.types.chat.chat_completion_tool_message_param
import time:       433 |        433 |                                                   openai.types.chat.chat_completion_content_part_image_param
import time:       465 |        465 |                                                   openai.types.chat.chat_completion_content_part_input_audio_param
import time:       491 |       1388 |                                                 openai.types.chat.chat_completion_content_part_param
import time:       477 |       1865 |                                               openai.types.chat.chat_completion_user_message_param
import time:       546 |        546 |                                               openai.types.chat.chat_completion_system_message_param
import time:       419 |        419 |                                               openai.types.chat.chat_completion_function_message_param
import time:       375 |        375 |                                                 openai.types.chat.chat_completion_content_part_refusal_param
import time:       381 |        381 |                                                   openai.types.chat.chat_completion_message_custom_tool_call_param
import time:       389 |        389 |                                                   openai.types.chat.chat_completion_message_function_tool_call_param
import time:       321 |       1090 |                                                 openai.types.chat.chat_completion_message_tool_call_union_param
import time:       481 |       1945 |                                               openai.types.chat.chat_completion_assistant_message_param
import time:       443 |        443 |                                               openai.types.chat.chat_completion_developer_message_param
import time:       398 |       6265 |                                             openai.types.chat.chat_completion_message_param
import time:       749 |        749 |                                               openai.types.chat.chat_completion_custom_tool_param
import time:       433 |        433 |                                               openai.types.chat.chat_completion_function_tool_param
import time:       348 |       1530 |                                             openai.types.chat.chat_completion_tool_union_param
import time:       347 |        347 |                                             openai.types.chat.chat_completion_stream_options_param
import time:       395 |        395 |                                             openai.types.chat.chat_completion_prediction_content_param
import time:       361 |        361 |                                               openai.types.chat.chat_completion_named_tool_choice_param
import time:       421 |        421 |                                                 openai.types.chat.chat_completion_allowed_tools_param
import time:       434 |        854 |                                               openai.types.chat.chat_completion_allowed_tool_choice_param
import time:       404 |        404 |                                               openai.types.chat.chat_completion_named_tool_choice_custom_param
import time:       426 |       2043 |                                             openai.types.chat.chat_completion_tool_choice_option_param
import time:       447 |        447 |                                             openai.types.chat.chat_completion_function_call_option_param
import time:      1087 |      12667 |                                           openai.types.chat.completion_create_params
import time:       526 |        526 |                                           openai.types.chat.completion_update_params
import time:       322 |        322 |                                           openai.types.chat.chat_completion_tool_param
import time:       550 |        550 |                                           openai.types.chat.chat_completion_function_tool
import time:       456 |        456 |                                             openai.types.chat.chat_completion_content_part_text
import time:       677 |        677 |                                             openai.types.chat.chat_completion_content_part_image
import time:       501 |       1633 |                                           openai.types.chat.chat_completion_store_message
import time:       351 |        351 |                                           openai.types.chat.chat_completion_reasoning_effort
import time:       311 |        311 |                                           openai.types.chat.chat_completion_message_tool_call_param
import time:       596 |      30207 |                                         openai.types.chat
import time:       399 |        399 |                                         openai.types.responses.custom_tool_param
import time:       332 |        332 |                                         openai.types.responses.computer_tool_param
import time:       361 |        361 |                                         openai.types.responses.function_tool_param
import time:       415 |        415 |                                         openai.types.responses.namespace_tool_param
import time:       368 |        368 |                                         openai.types.responses.apply_patch_tool_param
import time:       554 |        554 |                                         openai.types.responses.file_search_tool_param
import time:       356 |        356 |                                         openai.types.responses.tool_search_tool_param
import time:       462 |        462 |                                               openai.types.responses.inline_skill_source_param
import time:       355 |        816 |                                             openai.types.responses.inline_skill_param
import time:       368 |        368 |                                             openai.types.responses.skill_reference_param
import time:       357 |        357 |                                             openai.types.responses.container_network_policy_disabled_param
import time:       393 |        393 |                                               openai.types.responses.container_network_policy_domain_secret_param
import time:       341 |        734 |                                             openai.types.responses.container_network_policy_allowlist_param
import time:       410 |       2683 |                                           openai.types.responses.container_auto_param
import time:       346 |        346 |                                             openai.types.responses.local_skill_param
import time:       333 |        679 |                                           openai.types.responses.local_environment_param
import time:       324 |        324 |                                           openai.types.responses.container_reference_param
import time:       378 |       4063 |                                         openai.types.responses.function_shell_tool_param
import time:       492 |        492 |                                         openai.types.responses.web_search_preview_tool_param
import time:       369 |        369 |                                         openai.types.responses.computer_use_preview_tool_param
import time:      1339 |      39891 |                                       openai.types.responses.tool_param
import time:       552 |        552 |                                         openai.types.responses.response_input_message_item
import time:       580 |        580 |                                         openai.types.responses.response_custom_tool_call_item
import time:       655 |        655 |                                         openai.types.responses.response_function_tool_call_item
import time:      2484 |       4269 |                                       openai.types.responses.response_item
import time:       535 |        535 |                                       openai.types.responses.response_input
import time:      1618 |       1618 |                                       openai.types.responses.parsed_response
import time:       629 |        629 |                                       openai.types.responses.compacted_response
import time:       613 |        613 |                                       openai.types.responses.response_item_list
import time:       401 |        401 |                                       openai.types.responses.response_includable
import time:       595 |        595 |                                       openai.types.responses.response_error_event
import time:       717 |        717 |                                       openai.types.responses.response_input_audio
import time:       438 |        438 |                                             openai.types.responses.response_input_file_param
import time:       357 |        357 |                                             openai.types.responses.response_input_text_param
import time:       387 |        387 |                                             openai.types.responses.response_input_image_param
import time:       449 |       1629 |                                           openai.types.responses.response_input_message_content_list_param
import time:       439 |       2067 |                                         openai.types.responses.easy_input_message_param
import time:       706 |        706 |                                           openai.types.responses.response_output_text_param
import time:       384 |        384 |                                           openai.types.responses.response_output_refusal_param
import time:       414 |       1503 |                                         openai.types.responses.response_output_message_param
import time:       443 |        443 |                                         openai.types.responses.response_reasoning_item_param
import time:       420 |        420 |                                         openai.types.responses.response_custom_tool_call_param
import time:       690 |        690 |                                           openai.types.responses.computer_action_list_param
import time:       895 |       1585 |                                         openai.types.responses.response_computer_tool_call_param
import time:       478 |        478 |                                         openai.types.responses.response_function_tool_call_param
import time:       657 |        657 |                                         openai.types.responses.response_function_web_search_param
import time:       387 |        387 |                                         openai.types.responses.response_compaction_item_param_param
import time:       545 |        545 |                                         openai.types.responses.response_file_search_tool_call_param
import time:       384 |        384 |                                         openai.types.responses.response_custom_tool_call_output_param
import time:       499 |        499 |                                         openai.types.responses.response_code_interpreter_tool_call_param
import time:       440 |        440 |                                         openai.types.responses.response_tool_search_output_item_param_param
import time:       563 |        563 |                                           openai.types.responses.response_input_file_content_param
import time:       384 |        384 |                                           openai.types.responses.response_input_text_content_param
import time:       445 |        445 |                                           openai.types.responses.response_input_image_content_param
import time:       447 |       1838 |                                         openai.types.responses.response_function_call_output_item_list_param
import time:       579 |        579 |                                         openai.types.responses.response_function_shell_call_output_content_param
import time:       443 |        443 |                                         openai.types.responses.response_computer_tool_call_output_screenshot_param
import time:      1833 |      14092 |                                       openai.types.responses.response_input_param
import time:      1470 |       1470 |                                       openai.types.responses.computer_action_param
import time:       643 |        643 |                                       openai.types.responses.response_failed_event
import time:       525 |        525 |                                       openai.types.responses.response_prompt_param
import time:       533 |        533 |                                       openai.types.responses.response_queued_event
import time:       543 |        543 |                                         openai.types.responses.response_created_event
import time:       558 |        558 |                                         openai.types.responses.response_completed_event
import time:       768 |        768 |                                         openai.types.responses.response_text_done_event
import time:       479 |        479 |                                         openai.types.responses.response_audio_done_event
import time:       537 |        537 |                                         openai.types.responses.response_incomplete_event
import time:       794 |        794 |                                         openai.types.responses.response_text_delta_event
import time:       502 |        502 |                                         openai.types.responses.response_audio_delta_event
import time:       520 |        520 |                                         openai.types.responses.response_in_progress_event
import time:       554 |        554 |                                         openai.types.responses.response_refusal_done_event
import time:       513 |        513 |                                         openai.types.responses.response_refusal_delta_event
import time:       666 |        666 |                                         openai.types.responses.response_mcp_call_failed_event
import time:       560 |        560 |                                         openai.types.responses.response_output_item_done_event
import time:       783 |        783 |                                         openai.types.responses.response_content_part_done_event
import time:       522 |        522 |                                         openai.types.responses.response_output_item_added_event
import time:       711 |        711 |                                         openai.types.responses.response_content_part_added_event
import time:       456 |        456 |                                         openai.types.responses.response_mcp_call_completed_event
import time:       424 |        424 |                                         openai.types.responses.response_reasoning_text_done_event
import time:       480 |        480 |                                         openai.types.responses.response_mcp_call_in_progress_event
import time:       534 |        534 |                                         openai.types.responses.response_reasoning_text_delta_event
import time:       582 |        582 |                                         openai.types.responses.response_audio_transcript_done_event
import time:       560 |        560 |                                         openai.types.responses.response_mcp_list_tools_failed_event
import time:       487 |        487 |                                         openai.types.responses.response_audio_transcript_delta_event
import time:       592 |        592 |                                         openai.types.responses.response_mcp_call_arguments_done_event
import time:       487 |        487 |                                         openai.types.responses.response_image_gen_call_completed_event
import time:       553 |        553 |                                         openai.types.responses.response_mcp_call_arguments_delta_event
import time:       493 |        493 |                                         openai.types.responses.response_mcp_list_tools_completed_event
import time:       583 |        583 |                                         openai.types.responses.response_image_gen_call_generating_event
import time:       479 |        479 |                                         openai.types.responses.response_web_search_call_completed_event
import time:       552 |        552 |                                         openai.types.responses.response_web_search_call_searching_event
import time:       456 |        456 |                                         openai.types.responses.response_file_search_call_completed_event
import time:       513 |        513 |                                         openai.types.responses.response_file_search_call_searching_event
import time:       593 |        593 |                                         openai.types.responses.response_image_gen_call_in_progress_event
import time:       569 |        569 |                                         openai.types.responses.response_mcp_list_tools_in_progress_event
import time:       539 |        539 |                                         openai.types.responses.response_custom_tool_call_input_done_event
import time:       725 |        725 |                                         openai.types.responses.response_reasoning_summary_part_done_event
import time:       515 |        515 |                                         openai.types.responses.response_reasoning_summary_text_done_event
import time:       468 |        468 |                                         openai.types.responses.response_web_search_call_in_progress_event
import time:       458 |        458 |                                         openai.types.responses.response_custom_tool_call_input_delta_event
import time:       616 |        616 |                                         openai.types.responses.response_file_search_call_in_progress_event
import time:       696 |        696 |                                         openai.types.responses.response_function_call_arguments_done_event
import time:       619 |        619 |                                         openai.types.responses.response_image_gen_call_partial_image_event
import time:       584 |        584 |                                         openai.types.responses.response_output_text_annotation_added_event
import time:       580 |        580 |                                         openai.types.responses.response_reasoning_summary_part_added_event
import time:       495 |        495 |                                         openai.types.responses.response_reasoning_summary_text_delta_event
import time:       490 |        490 |                                         openai.types.responses.response_function_call_arguments_delta_event
import time:       497 |        497 |                                         openai.types.responses.response_code_interpreter_call_code_done_event
import time:       521 |        521 |                                         openai.types.responses.response_code_interpreter_call_completed_event
import time:       489 |        489 |                                         openai.types.responses.response_code_interpreter_call_code_delta_event
import time:       551 |        551 |                                         openai.types.responses.response_code_interpreter_call_in_progress_event
import time:       588 |        588 |                                         openai.types.responses.response_code_interpreter_call_interpreting_event
import time:      1061 |      28869 |                                       openai.types.responses.response_stream_event
import time:       528 |        528 |                                       openai.types.responses.tool_choice_mcp_param
import time:       447 |        447 |                                       openai.types.responses.input_item_list_params
import time:       294 |        294 |                                         openai.types.responses.tool_choice_shell_param
import time:       360 |        360 |                                         openai.types.responses.tool_choice_types_param
import time:       412 |        412 |                                         openai.types.responses.tool_choice_custom_param
import time:       388 |        388 |                                         openai.types.responses.tool_choice_allowed_param
import time:       374 |        374 |                                             openai.types.responses.response_format_text_json_schema_config_param
import time:       365 |        738 |                                           openai.types.responses.response_format_text_config_param
import time:       333 |       1070 |                                         openai.types.responses.response_text_config_param
import time:       397 |        397 |                                         openai.types.responses.tool_choice_function_param
import time:       415 |        415 |                                         openai.types.responses.tool_choice_apply_patch_param
import time:       311 |        311 |                                         openai.types.responses.response_conversation_param_param
import time:       907 |       4551 |                                       openai.types.responses.response_create_params
import time:       473 |        473 |                                         openai.types.responses.response_conversation_param
import time:      1819 |       2291 |                                       openai.types.responses.responses_client_event
import time:       608 |        608 |                                       openai.types.responses.responses_server_event
import time:      1879 |       1879 |                                         openai.types.responses.response_input_item_param
import time:       595 |       2474 |                                       openai.types.responses.response_compact_params
import time:       864 |        864 |                                       openai.types.responses.input_token_count_params
import time:       495 |        495 |                                       openai.types.responses.response_retrieve_params
import time:       542 |        542 |                                       openai.types.responses.input_token_count_response
import time:       397 |        397 |                                       openai.types.responses.response_input_audio_param
import time:       303 |        303 |                                       openai.types.responses.response_input_content_param
import time:       765 |        765 |                                       openai.types.responses.responses_client_event_param
import time:       463 |        463 |                                       openai.types.responses.response_function_call_output_item_param
import time:      1116 |     173068 |                                     openai.types.responses
import time:        24 |     173092 |                                   openai.types.responses.response_input_text
import time:       800 |     173891 |                                 openai.types.graders.grader_inputs
import time:       929 |     174820 |                               openai.types.graders.label_model_grader
import time:      1501 |       1501 |                               openai.types.graders.score_model_grader
import time:       548 |        548 |                               openai.types.graders.string_check_grader
import time:       557 |        557 |                               openai.types.graders.text_similarity_grader
import time:       507 |     178426 |                             openai.types.graders.multi_grader
import time:       363 |        363 |                               openai.types.graders.python_grader_param
import time:       392 |        392 |                                 openai.types.graders.grader_inputs_param
import time:       477 |        869 |                               openai.types.graders.label_model_grader_param
import time:       888 |        888 |                               openai.types.graders.score_model_grader_param
import time:       430 |        430 |                               openai.types.graders.string_check_grader_param
import time:       373 |        373 |                               openai.types.graders.text_similarity_grader_param
import time:       441 |       3363 |                             openai.types.graders.multi_grader_param
import time:       321 |     182108 |                           openai.types.graders
import time:        24 |     182132 |                         openai.types.graders.grader_inputs_param
import time:       683 |     188414 |                       openai.types.eval_create_params
import time:       550 |        550 |                         openai.types.eval_custom_data_source_config
import time:       662 |        662 |                         openai.types.eval_stored_completions_data_source_config
import time:      1496 |       2707 |                       openai.types.eval_list_response
import time:       384 |        384 |                       openai.types.eval_update_params
import time:       351 |        351 |                       openai.types.file_create_params
import time:       287 |        287 |                       openai.types.video_remix_params
import time:       447 |        447 |                       openai.types.batch_create_params
import time:       409 |        409 |                       openai.types.skill_create_params
import time:       353 |        353 |                       openai.types.skill_update_params
import time:       454 |        454 |                         openai.types.image_input_reference_param
import time:       508 |        962 |                       openai.types.video_create_params
import time:       414 |        414 |                       openai.types.video_extend_params
import time:      1211 |       1211 |                       openai.types.eval_create_response
import time:       621 |        621 |                       openai.types.eval_delete_response
import time:      1865 |       1865 |                       openai.types.eval_update_response
import time:       505 |        505 |                       openai.types.upload_create_params
import time:       505 |        505 |                       openai.types.vector_store_deleted
import time:       375 |        375 |                       openai.types.audio_response_format
import time:       486 |        486 |                       openai.types.container_list_params
import time:       767 |        767 |                       openai.types.image_generate_params
import time:       542 |        542 |                       openai.types.video_delete_response
import time:      1327 |       1327 |                       openai.types.eval_retrieve_response
import time:       506 |        506 |                         openai.types.other_file_chunking_strategy_object
import time:       513 |        513 |                           openai.types.static_file_chunking_strategy
import time:       522 |       1034 |                         openai.types.static_file_chunking_strategy_object
import time:       395 |       1934 |                       openai.types.file_chunking_strategy
import time:       975 |        975 |                         openai.types.image_gen_completed_event
import time:       577 |        577 |                         openai.types.image_gen_partial_image_event
import time:       405 |       1956 |                       openai.types.image_gen_stream_event
import time:       378 |        378 |                       openai.types.upload_complete_params
import time:       962 |        962 |                       openai.types.websocket_reconnection
import time:       460 |        460 |                       openai.types.container_create_params
import time:      1129 |       1129 |                       openai.types.container_list_response
import time:       598 |        598 |                       openai.types.embedding_create_params
import time:       824 |        824 |                         openai.types.image_edit_completed_event
import time:       649 |        649 |                         openai.types.image_edit_partial_image_event
import time:       366 |       1838 |                       openai.types.image_edit_stream_event
import time:       675 |        675 |                       openai.types.completion_create_params
import time:       461 |        461 |                           openai.types.moderation_text_input_param
import time:       673 |        673 |                           openai.types.moderation_image_url_input_param
import time:       331 |       1465 |                         openai.types.moderation_multi_modal_input_param
import time:       357 |       1822 |                       openai.types.moderation_create_params
import time:       358 |        358 |                       openai.types.vector_store_list_params
import time:       815 |        815 |                       openai.types.container_create_response
import time:       642 |        642 |                       openai.types.create_embedding_response
import time:       691 |        691 |                       openai.types.moderation_create_response
import time:       387 |        387 |                           openai.types.auto_file_chunking_strategy_param
import time:       440 |        440 |                             openai.types.static_file_chunking_strategy_param
import time:       490 |        930 |                           openai.types.static_file_chunking_strategy_object_param
import time:       329 |       1644 |                         openai.types.file_chunking_strategy_param
import time:       425 |       2069 |                       openai.types.vector_store_create_params
import time:       468 |        468 |                       openai.types.vector_store_search_params
import time:       428 |        428 |                       openai.types.vector_store_update_params
import time:       954 |        954 |                       openai.types.container_retrieve_response
import time:       788 |        788 |                       openai.types.vector_store_search_response
import time:       554 |        554 |                       openai.types.video_get_character_response
import time:       462 |        462 |                       openai.types.websocket_connection_options
import time:       384 |        384 |                       openai.types.image_create_variation_params
import time:       339 |        339 |                       openai.types.video_create_character_params
import time:       311 |        311 |                       openai.types.video_download_content_params
import time:       443 |        443 |                       openai.types.video_create_character_response
import time:      1312 |     265409 |                     openai.types
import time:       728 |        728 |                       openai._exceptions
import time:       552 |        552 |                       openai._qs
import time:       540 |        540 |                         openai.auth._workload
import time:       357 |        897 |                       openai.auth
import time:       268 |        268 |                       openai._version
import time:       464 |        464 |                       openai._streaming
import time:       853 |        853 |                         openai._response
import time:       381 |        381 |                         openai._utils._json
import time:       562 |        562 |                         openai._legacy_response
import time:       155 |        155 |                         httpx_aiohttp
import time:      1942 |       3892 |                       openai._base_client
import time:       917 |       7716 |                     openai._client
import time:       403 |        403 |                     openai._utils._resources_proxy
import time:       321 |        321 |                         openai.lib._pydantic
import time:       428 |        748 |                       openai.lib._tools
import time:       727 |        727 |                         openai.lib._parsing._completions
import time:       343 |       1069 |                       openai.lib._parsing
import time:       364 |       2181 |                     openai.lib
import time:       709 |        709 |                     openai.lib.azure
import time:       459 |        459 |                     openai.lib.bedrock
import time:       302 |        302 |                     openai.version
import time:       430 |        430 |                     openai.lib._old_api
import time:      1341 |       1341 |                           openai.types.beta.thread
import time:       548 |        548 |                               openai.types.beta.function_tool
import time:      1064 |       1064 |                               openai.types.beta.file_search_tool
import time:       819 |        819 |                               openai.types.beta.code_interpreter_tool
import time:       392 |       2822 |                             openai.types.beta.assistant_tool
import time:       794 |        794 |                             openai.types.beta.assistant_response_format_option
import time:      1714 |       5329 |                           openai.types.beta.assistant
import time:       666 |        666 |                           openai.types.beta.thread_deleted
import time:       836 |        836 |                           openai.types.beta.chatkit_workflow
import time:       695 |        695 |                           openai.types.beta.assistant_deleted
import time:       414 |        414 |                           openai.types.beta.function_tool_param
import time:       451 |        451 |                             openai.types.beta.file_search_tool_param
import time:       345 |        345 |                             openai.types.beta.code_interpreter_tool_param
import time:       474 |       1269 |                           openai.types.beta.assistant_tool_param
import time:       313 |        313 |                                   openai.types.beta.threads.run_status
import time:       580 |        580 |                                       openai.types.beta.assistant_tool_choice_function
import time:       529 |       1109 |                                     openai.types.beta.assistant_tool_choice
import time:       392 |       1500 |                                   openai.types.beta.assistant_tool_choice_option
import time:       930 |        930 |                                   openai.types.beta.threads.required_action_function_tool_call
import time:      2364 |       5107 |                                 openai.types.beta.threads.run
import time:       763 |        763 |                                     openai.types.beta.threads.file_path_annotation
import time:       673 |        673 |                                     openai.types.beta.threads.file_citation_annotation
import time:       330 |       1764 |                                   openai.types.beta.threads.annotation
import time:       598 |       2362 |                                 openai.types.beta.threads.text
import time:       422 |        422 |                                     openai.types.beta.threads.text_content_block
import time:       579 |        579 |                                     openai.types.beta.threads.refusal_content_block
import time:       522 |        522 |                                       openai.types.beta.threads.image_url
import time:       483 |       1005 |                                     openai.types.beta.threads.image_url_content_block
import time:       498 |        498 |                                       openai.types.beta.threads.image_file
import time:       562 |       1059 |                                     openai.types.beta.threads.image_file_content_block
import time:       309 |       3371 |                                   openai.types.beta.threads.message_content
import time:      1203 |       4573 |                                 openai.types.beta.threads.message
import time:       750 |        750 |                                     openai.types.beta.threads.file_path_delta_annotation
import time:       789 |        789 |                                     openai.types.beta.threads.file_citation_delta_annotation
import time:       358 |       1896 |                                   openai.types.beta.threads.annotation_delta
import time:       526 |       2421 |                                 openai.types.beta.threads.text_delta
import time:       480 |        480 |                                     openai.types.beta.threads.text_delta_block
import time:       592 |        592 |                                     openai.types.beta.threads.refusal_delta_block
import time:       515 |        515 |                                       openai.types.beta.threads.image_url_delta
import time:       503 |       1017 |                                     openai.types.beta.threads.image_url_delta_block
import time:       585 |        585 |                                       openai.types.beta.threads.image_file_delta
import time:       721 |       1305 |                                     openai.types.beta.threads.image_file_delta_block
import time:       359 |       3752 |                                   openai.types.beta.threads.message_content_delta
import time:       567 |       4319 |                                 openai.types.beta.threads.message_delta
import time:       444 |        444 |                                 openai.types.beta.threads.image_url_param
import time:       460 |        460 |                                 openai.types.beta.threads.message_deleted
import time:       399 |        399 |                                 openai.types.beta.threads.run_list_params
import time:       330 |        330 |                                 openai.types.beta.threads.image_file_param
import time:       667 |        667 |                                             openai.types.beta.threads.runs.function_tool_call
import time:      1099 |       1099 |                                             openai.types.beta.threads.runs.file_search_tool_call
import time:       892 |        892 |                                             openai.types.beta.threads.runs.code_interpreter_tool_call
